CV,superficie_km2,typo_CV_densite,LOGS_TOT,LOGS_ACHL16111,pct_LOGS_LOGS_ACHL16111,NIVGEO,LIBGEO,grossesbetes,moyenne,ecart_type,min,max,D1,D9,C05,C95,ecart_D1_D9,ecart_C95_C05,ecart_minmax,val_NORRR1MM_TOT_m,val_NORRR_TOT,pct_EAU,pct_FORETS,densite_grossesbetes,score_vieuxlogements,score_grossesbetes,score_pluie,score_declivite,score_OS_eau,score_OS_forets,x,y,LIBGEO_conv
6708,684.194628501665,PD,21215.6856895792,5387.3476349437,0.253932289239649,CV,Ingwiller,28230.2324731232,276.091020716281,46.8577114491136,177.199996948242,419.799987792969,217.940002441406,341.299987792969,208.279998779297,356.799987792969,123.359985351563,148.519989013672,242.599990844727,11.5814275819827,867.748424134383,0.000738408521579775,0.507730828898619,41.2605292370466,3,3,4,2,0,4,7.23730887890044,48.9044883626895,Ingwiller
6709,96.2605020002472,D,20579.6121512343,1668.30070562577,0.0810657019853366,CV,Lingolsheim,688.250403267773,156.398070957311,16.3840702173169,137.899993896484,227.399993896484,144.899993896484,183.399993896484,143.300003051758,194.800003051758,38.5,51.5,89.5,10.7440133402418,705.022122723258,0.00866117182601019,0.107368655026327,7.14987340566753,0,1,2,0,3,1,7.63699283334545,48.5386728854499,Lingolsheim
6710,267.845441000698,D,24212.6131288341,3613.96992828921,0.149259805583951,CV,Molsheim,2410.48703042874,339.018366967031,216.158328834088,149.100006103516,1053.40002441406,163,694.400024414063,157.800003051758,807.829989624024,531.400024414063,650.029986572266,904.300018310544,11.9146584055976,930.047446468216,0.00248953885089246,0.401386350862647,8.99954474275505,1,1,4,4,1,3,7.45299731246475,48.5169595229016,Molsheim
6711,504.603920001364,PD,22900.373322809,5784.20064450194,0.252581063328816,CV,Mutzig,3724.04882242637,529.681722379678,188.570014123795,180.800003051758,1091.09997558594,278.531988525391,781.599975585938,246.199996948242,862.293981933594,503.067987060547,616.093984985352,910.299972534182,12.866688012236,1191.28234760975,3.35093038414413e-05,0.775813049345061,7.38014247375705,3,1,4,4,0,4,7.24637651939499,48.4442372722838,Mutzig
6712,253.43159050064,D,19464.2844216526,4087.72040558213,0.210011337536501,CV,Obernai,1633.66182257546,312.141510859508,213.76695234764,150.800003051758,1091.09997558594,156.600006103516,672.900024414063,153.899993896484,788.700012207031,516.300018310547,634.800018310547,940.299972534182,11.2839749372233,844.451025352631,0.00226394185519467,0.391297220063314,6.44616489739207,2,1,3,4,1,3,7.44825604232379,48.3982879019296,Obernai
6713,415.714548501025,PD,22322.6606718043,3591.1411217275,0.160874242301388,CV,Reichshoffen,10187.80438954,256.990764030456,80.478941891968,146.5,576.299987792969,173.800003051758,379.700012207031,165,427.125007629395,205.900009155273,262.125007629395,429.799987792969,11.6428598085165,853.746375426572,0.000543012184135463,0.628725336809388,24.5067304627056,1,2,4,3,0,4,7.69385814672782,48.9496826761159,Reichshoffen
6714,372.277680500979,PD,23041.642307618,4271.3610034963,0.185375718730088,CV,Saverne,12082.9380477376,302.087398528649,126.879666931072,160.199996948242,962.700012207031,193.100006103516,461,181.399993896484,555.599975585938,267.899993896484,374.199981689454,802.500015258789,11.7572743679987,870.398292512473,0.000157754645729426,0.451723898711661,32.4567887913061,2,3,4,4,0,4,7.38579229696305,48.6918010747131,Saverne
6716,348.47710150092,PD,25092.4664686456,3337.25434859784,0.132998258770931,CV,Sélestat,8952.68844830468,190.758223233697,61.575983707196,160,815.960021972656,164.399993896484,235.419998168945,163.399993896484,333.543994140625,71.020004272461,170.144000244141,655.960021972656,10.5191658016017,678.120557491192,0.0156345734551426,0.305375319320942,25.6908944941998,1,2,2,3,3,3,7.51332299500086,48.2405995438274,S&eacute;lestat
6723,400.004924500994,PD,23333.0018679191,3685.60327766971,0.157956670064691,CV,Wissembourg,8966.4276379525,166.469374554555,57.3541339669699,106,527.700012207031,115.190002441406,216.5,111.269996643066,285.600006103516,101.309997558594,174.33000946045,421.700012207031,11.4496535897157,816.454865796412,0.0190524416111321,0.366649803500436,22.4157931283924,1,2,3,3,4,3,7.99802830437666,48.9462457620897,Wissembourg
6801,433.322934001253,PD,21475.0498495414,3783.05896537571,0.176160660481843,CV,Altkirch,16807.8463365102,425.073545814249,105.435036648999,249.600006103516,824.659973144531,298.549987792969,580.549987792969,278.299987792969,639.599975585938,282,361.299987792969,575.059967041015,11.7540376482658,975.125585816296,0.00258621925437571,0.377494450536368,38.7882685582978,2,3,4,4,1,3,7.29518725343343,47.5504219627712,Altkirch
6802,187.402515000522,D,17684.1048864502,1680.60252436228,0.0950346390249009,CV,Brunstatt,3108.15192918274,295.418673006875,45.8174173618572,221.759994506836,427.390014648438,245.179992675781,361.089996337891,240.418002319336,383.916009521484,115.91000366211,143.498007202148,205.630020141602,11.0096134068711,863.052101755799,0.0100368599085169,0.311118458089512,16.5854333874552,0,2,3,2,3,3,7.40682606954704,47.6660665373223,Brunstatt
6803,324.894442500945,D,23904.416137489,4156.41983405073,0.173876651500066,CV,Cernay,3946.08889651056,615.692969269738,253.857875384298,261.859985351563,1417.38000488281,302.820007324219,988.115020751954,290.172508239746,1089.80755615235,685.295013427735,799.635047912599,1155.52001953125,12.7769880263905,1332.07405679724,0.00811155472231318,0.662429867267621,12.1457568376199,2,1,4,4,3,4,7.05570833843037,47.8553200714055,Cernay
6804,7.40799550002087,D,2250.32025620497,242.227549376267,0.107641367360204,CV,Colmar-1,1.76999773978795,217.191250228882,21.6213879017719,197.320007324219,317.429992675781,201.116995239258,247.6010055542,199.719501495361,268.687004089356,46.4840103149413,68.9675025939947,120.109985351562,10.8601103713756,715.024724991986,0.0058272120627068,0.189516813524334,0.238930725563071,1,0,2,1,2,2,7.31189081476173,48.1020271655421,Colmar-1
6805,115.025065500316,PD,9410.02583778324,766.198463197665,0.0814236301159999,CV,Colmar-2,1404.52262428289,187.632074235429,5.89213758669244,176.300003051758,201.899993896484,181,196.800003051758,179.699996948242,198.5,15.800003051758,18.800003051758,25.599990844726,10.8562169454052,715.475895786658,0.00441373934359882,0.190748300980726,12.2105787827526,0,1,2,0,2,2,7.43142369651215,48.0768238858981,Colmar-2
6806,465.983643501254,PD,19883.8927007204,1956.15191093993,0.0983787199208261,CV,Ensisheim,1326.92769400792,204.053989588957,10.9420599833564,177.679992675781,227.490005493164,188.300003051758,218.699996948242,185.669998168945,221.300003051758,30.399993896484,35.630004882813,49.810012817383,10.891365141188,727.732312218975,0.0173518693315602,0.264692583518588,2.8475842714946,0,0,3,0,3,2,7.47138918063308,47.9521320448332,Ensisheim
6807,169.846380000487,D,17295.9601874629,3889.22473927109,0.224863187537297,CV,Guebwiller,922.679259416683,577.467403701495,304.459368086609,207.089996337891,1421.27001953125,234.630004882813,1047.09997558594,222.75,1155.17004394531,812.469970703127,932.42004394531,1214.18002319336,12.0755458907169,1099.56089282936,0.000944610093331953,0.624452771468477,5.43243405843584,2,1,4,4,0,4,7.17239978604243,47.913444524842,Guebwiller
6809,390.878075501124,PD,16607.8105721249,3065.47175945229,0.184580125486107,CV,Masevaux,11356.7492665105,444.710865113542,190.320931930398,271.239990234375,1248.97998046875,298.019989013672,763.3830078125,290.350006103516,903.954507446289,465.363018798828,613.604501342773,977.739990234375,12.0151394156549,1122.864454185,0.00599577345596658,0.482157354449885,29.0544545174364,2,2,4,4,2,4,7.07398058769172,47.684106093675,Masevaux
6813,182.143984000512,D,22138.5242976501,1520.91344710704,0.0686998567139583,CV,Rixheim,711.09891151823,233.954391320664,16.878711557359,212.800003051758,367.350006103516,220.899993896484,242.715003967285,218.600006103516,269.532501220703,21.815010070801,50.9324951171872,154.550003051758,10.7351496406879,753.112088258343,0.0270122707719293,0.496369298098986,3.90404830233773,0,0,2,0,4,4,7.45516675230979,47.7714768991152,Rixheim
6814,142.017595500426,D,26423.1165938417,1889.34118145928,0.0715033434738587,CV,Saint-Louis,3413.6,332.622104728075,71.7230604929358,228.199996948242,577.099975585938,244.300003051758,431.948010253906,241.199996948242,460.424005126953,187.648007202148,219.224008178711,348.899978637696,11.4709334504183,928.552741413232,0.0171276263063764,0.238724670206328,24.036458214713,0,2,3,3,3,2,7.49133674598403,47.567858223954,Saint-Louis
6815,450.24537550121,PD,23816.7041730366,6829.48764939073,0.286752003962098,CV,Sainte-Marie-aux-Mines,6703.75907675796,543.513120521204,265.04393482203,171,1304.89001464844,184.133003234864,906.894018554687,176.899993896484,1000.39700012207,722.761015319824,823.497006225587,1133.89001464844,12.2403487023932,1138.40031711472,0.00126071847771506,0.59914423731039,14.8891236679452,3,2,4,4,1,4,7.24606777242706,48.1870974589083,Sainte-Marie-aux-Mines
6816,394.249640001099,PD,25189.1997624584,4394.14456470774,0.174445580095669,CV,Wintzenheim,4415.82401547539,569.148116318071,294.589506420574,188.699996948242,1360.34997558594,205.580001831055,1010.47998046875,198.259994506836,1125.82501220703,804.899978637695,927.565017700194,1171.6499786377,12.7240150085337,1252.59683401941,0.00137168423788966,0.580963341104625,11.2005784341695,2,1,4,4,1,4,7.18260591145206,48.0168323376017,Wintzenheim
6817,99.8054000002827,D,18085.513631677,606.048033930138,0.0335101366913152,CV,Wittenheim,715.306424953732,242.779002480858,18.3811984562978,212.490005493164,350.920013427734,223.130004882813,268.230010986328,218.957504272461,274.489990234375,45.100006103515,55.5324859619143,138.43000793457,10.6027532406746,747.001252344627,0.00482367350463046,0.306763436524826,7.16701125341621,0,1,2,0,2,3,7.27722495734288,47.8287654138212,Wittenheim
6901,115.259250000003,D,14388.586774274,3083.30609597072,0.21428832062114,CV,Anse,939.751270693533,259.919926859786,69.336952628549,166.550003051758,556.469970703125,174.610000610352,352.330987548829,171.100006103516,380.332987976075,177.720986938477,209.232981872559,389.919967651367,9.69855846404828,761.889219114237,0.0175969344720588,0.140963792300583,8.15336964880049,2,1,1,3,4,1,4.70736817419454,45.8850993781988,Anse
6902,292.599581999994,PD,16919.8020193174,5603.68967888416,0.331191208531069,CV,L'Arbresle,18855.2808138521,533.080516346369,143.553548158742,200.690002441406,913.109985351563,321.39400024414,706.5,285.639013671876,753.294982910156,385.10599975586,467.655969238281,712.419982910157,10.0152884704223,812.619219765169,0.000604530033663037,0.24007474595422,64.4405596377525,4,4,1,4,0,2,4.50344117381851,45.7713267438204,L&apos;Arbresle
6903,345.924751500017,PD,16024.704752744,5857.80958838741,0.365548674922347,CV,Belleville,5227.91780915727,409.5349536798,182.596834992399,167.020004272461,999.5,186.699996948242,673,174.471500396728,728.799987792969,486.300003051758,554.328487396241,832.479995727539,10.7285091632263,872.226276063947,0.00442081922961775,0.303375197058373,15.1128758103828,4,2,2,4,2,3,4.64657395781645,46.1641975295533,Belleville
6904,199.509800499999,PD,11892.7212048335,4858.35886912155,0.408515325083633,CV,Le Bois-d'Oingt,2297.32595855111,378.116798252034,106.719224004231,200.210006713867,773.640014648438,266.938003540039,540.691003417969,246.360000610352,597.5,273.75299987793,351.139999389648,573.430007934571,10.3394874376034,844.208574824581,0.000244269946915545,0.245008602181346,11.5148526678574,4,1,2,4,0,2,4.58583939659418,45.9284443031778,Le Bois-d&apos;Oingt
