CV,moyenne,ecart_type,min,max,D1,D9,C05,C95,ecart_D1_D9,ecart_C95_C05,ecart_minmax
4602,236.118417223928,61.3720200522716,113.410003662109,362.200012207031,144.960006713867,315.200012207031,124.831001281739,329.700012207031,170.240005493164,204.869010925292,248.790008544922
4603,251.60890449831,34.6075274103781,128.199996948242,343.5,203.100006103516,292.399993896484,186.899993896484,303.399993896484,89.299987792968,116.5,215.300003051758
4604,287.632943386303,59.3320523047328,100.199996948242,444.700012207031,210.370002746583,361.5,183.800003051758,379.799987792969,151.129997253418,195.999984741211,344.500015258789
4605,296.003815491883,64.8805270009379,119.260002136231,463.899993896484,198.77799987793,371.299987792969,159.050003051758,390.5,172.521987915039,231.449996948242,344.639991760253
4606,418.800750547098,180.251995410108,119.410003662109,759.400024414063,137.825004577637,617.799987792969,130.25,639.599975585938,479.974983215332,509.349975585938,639.990020751954
4607,294.097032730423,55.4939957019211,157.660003662109,489.399993896484,205.972001647949,355.399993896484,181.775501251221,371.5,149.427992248535,189.724498748779,331.739990234375
4608,327.309890100736,72.9847832257685,159.020004272461,550.799987792969,240.5,430.359991455078,214.612005615235,457.672006225586,189.859991455078,243.060000610351,391.779983520508
4609,234.178578238781,57.6622275287443,90.3000030517578,406.600006103516,157.5,309.399993896484,138.76250076294,329.700012207031,151.899993896484,190.937511444092,316.300003051758
4610,317.378636443608,46.0895692067799,110.400001525879,425.899993896484,257.309988403321,368.700012207031,236.399993896484,381,111.390023803711,144.600006103516,315.499992370605
4611,468.82384075844,114.753905187328,226.399993896484,778.900024414063,326.700012207031,623.400024414063,317.200012207031,652,296.700012207032,334.799987792969,552.500030517579
4612,217.545368800523,53.2972703526314,82.8300018310547,332.5,135.881004333497,276.799987792969,109.980003356934,285.5,140.918983459472,175.519996643066,249.669998168945
4613,264.416392298135,55.9678960292923,108.099998474121,406.5,191.399993896484,350.600006103516,166.899993896484,367.299987792969,159.200012207032,200.399993896485,298.400001525879
4614,221.829060363503,63.3841090398241,100.650001525879,343.100006103516,121.730003356934,297.200012207031,115.839996337891,304.799987792969,175.470008850097,188.959991455078,242.450004577637
4615,195.261506961576,57.0637721802123,65.0500030517578,324.200012207031,101.230003356934,260.100006103516,87.4100036621094,270.799987792969,158.870002746582,183.38998413086,259.150009155273
4616,366.340937949142,105.347828376321,125.550003051758,623.400024414063,209.199996948242,508.200012207031,169.610000610352,534.299987792969,299.000015258789,364.689987182617,497.850021362305
4617,213.369172002607,63.5897721719939,81.2600021362305,389.299987792969,116.660003662109,292.600006103516,99.5510025024414,308.700012207031,175.940002441407,209.14900970459,308.039985656739
4689,360.929839063843,39.8944896440095,236.5,444.899993896484,305.860000610352,411.5,281.81999206543,421.700012207031,105.639999389648,139.880020141601,208.399993896484
4698,203.676681733057,49.9607796672569,108.050003051758,326.100006103516,126,267.128012084962,117.84299697876,276.399993896484,141.128012084961,158.556996917724,218.050003051758
4699,273.084284328626,53.2372496422351,169.690002441406,447.799987792969,195.184001159668,341.980004882812,188.383502960205,355.200012207031,146.796003723145,166.816509246826,278.109985351563
4701,135.951868398349,37.7672412859131,44.7200012207031,213.699996948242,82.3000030517578,183.5,72.8000030517578,192.199996948242,101.199996948242,119.399993896484,168.979995727539
4702,89.6442274285491,47.6917460968726,36.9300003051758,200.100006103516,47.1300010681152,161.100006103516,46.1800003051758,169.449996948242,113.970005035401,123.269996643066,163.17000579834
4704,50.3266659652215,10.2935419572759,33.1300010681152,99.4000015258789,41.612000656128,62.309001159668,36.6609998703003,70.5,20.69700050354,33.8390001296997,66.2700004577637
4705,113.861449328096,29.4944899266421,36.75,204.800003051758,69.9000015258789,150.389999389648,60.6850004196167,158.100006103516,80.4899978637691,97.4150056838993,168.050003051758
4706,114.051099452284,54.4152455135965,22.5900001525879,244.199996948242,34.560001373291,184.300003051758,32.2200012207031,193.699996948242,149.740001678467,161.479995727539,221.609996795654
4707,82.3467669777809,27.6984222556226,8.4399995803833,185.800003051758,44.2999992370606,114.900001525879,34.7999992370606,122.5,70.6000022888184,87.7000007629394,177.360003471375
4708,111.527724719332,32.1069016879703,16.9500007629395,185.130004882813,64.3000030517578,144.419998168945,40.1680000305176,149.820007324219,80.1199951171872,109.652007293701,168.180004119874
4709,162.039380509329,54.1542113497728,51.9700012207031,283.100006103516,85.0999984741211,235.100006103516,73.9000015258789,244.699996948242,150.000007629395,170.799995422363,231.130004882813
4710,124.895926408913,29.615731372216,54.2000007629395,242.699996948242,90.4000015258789,163.5,84.0999984741211,179.399993896484,73.0999984741211,95.2999954223629,188.499996185302
4711,81.697525021771,41.4169392222855,22.0400009155273,193.970001220703,32.0400009155273,138.5,30.3899993896484,148.334501647949,106.459999084473,117.944502258301,171.930000305176
4712,91.8704764443367,38.0628517798559,30.5900001525879,216.100006103516,45.5,141.100006103516,42.7390016555786,167.899993896484,95.600006103516,125.160992240905,185.510005950928
4713,53.4415416884888,31.9043584951042,7.73000001907349,146.860000610352,17.3400001525879,98.2880004882813,15.8400001525879,115.218501281738,80.9480003356934,99.3785011291503,139.130000591279
4714,50.8472762719303,26.3299376021867,14.6300001144409,132.5,22.0400009155273,89.1059997558594,21.0100002288818,101.266002273559,67.0659988403321,80.2560020446773,117.869999885559
4715,102.372798733258,45.6242869142731,30.9200000762939,224.699996948242,41.4700012207031,160.5,40.0200004577637,170.699996948242,119.029998779297,130.679996490478,193.779996871948
4716,149.266238627341,47.5911159234532,51.8600006103516,235.199996948242,82.0999984741211,209.600006103516,71.0999984741211,215.300003051758,127.500007629395,144.200004577637,183.33999633789
4717,104.402118057142,41.2936264492916,38.2900009155273,214.699996948242,51.2700004577637,161.699996948242,49.0400009155274,170.800003051758,110.429996490478,121.760002136231,176.409996032715
4718,77.1294681834106,37.1056205193552,18.9799995422363,193.199996948242,35.0200004577637,126.900001525879,28.1299991607666,149.100006103516,91.8800010681153,120.970006942749,174.219997406006
4719,90.0355994035986,21.6398342131539,35.7999992370605,183.399993896484,64.6999969482422,118.699996948242,57.0999984741211,128.199996948242,53.9999999999998,71.0999984741209,147.599994659424
4720,79.4853201496709,27.851514746034,39.1500015258789,178.199996948242,50.9680011749267,122.209997558594,50.0400009155274,129.501499938965,71.2419963836669,79.4614990234375,139.049995422363
4721,141.027522721381,51.4239048115602,39.1500015258789,230.100006103516,63.5999984741211,203.669999694824,57.3930013656616,208.334999847412,140.070001220703,150.94199848175,190.950004577637
4797,64.020132127066,31.7566853771089,35.2000007629395,164.300003051758,45.2000007629395,120.579998779297,43.1220008850098,145.640002441406,75.3799980163573,102.518001556397,129.100002288819
4798,43.1067973171887,29.4717459918796,12.7200002670288,131.600006103516,19.3999996185303,96.6999969482422,18.5400009155273,107.199996948242,77.2999973297119,88.6599960327147,118.880005836487
4799,101.95264386583,35.292130988259,38.9300003051758,208.300003051758,59.0870002746582,146.5,55.2700004577637,163.399993896484,87.4129997253418,108.12999343872,169.370002746582
4801,1132.88880580799,114.498316438266,508.510009765625,1468.19995117188,1009.99699707031,1268,967.700012207031,1310.40002441406,258.003002929686,342.700012207029,959.689941406255
4802,844.282894749425,121.637257629146,396.600006103516,1098.5,651.210021972656,962.5,569,990.900024414062,311.289978027344,421.900024414062,701.899993896484
4803,852.423424506854,130.32527851128,525.599975585938,1253.5,684.5,1009.59997558594,650.530029296875,1080.90002441406,325.09997558594,430.369995117185,727.900024414062
4804,770.210515912184,261.140171217017,195.240005493164,1560.19995117188,419.399993896484,1111.5,358,1167,692.100006103516,809,1364.95994567872
4805,954.250688274369,155.906263057115,384.290008544922,1562.5,752.819995117188,1094.90002441406,644.900024414063,1183.40002441406,342.080029296872,538.499999999997,1178.20999145508
4806,1224.75361965387,121.055147389519,734.909973144531,1536.90002441406,1079.5849609375,1377.19995117188,991.677490234375,1406.40002441406,297.61499023438,414.722534179685,801.990051269529
4807,1070.1406025067,117.29627842332,730,1493.30004882813,940.299987792969,1225.80004882813,900.900024414062,1275.69995117188,285.500061035161,374.799926757818,763.30004882813
4808,1000.45964673777,125.927055239541,628.219970703125,1262.40002441406,792,1125.5,739.154998779297,1161.30004882813,333.5,422.145050048833,634.180053710935
4811,1159.89213693361,155.305534663702,746.989990234375,1550.30004882813,957.2580078125,1380.69995117188,913.457019042969,1421.19995117188,423.44194335938,507.742932128912,803.310058593755
4812,999.713965106586,49.8838342484307,765.669982910156,1133.30004882813,937.530029296875,1061.11999511719,913.890020751954,1073.80004882813,123.589965820311,159.910028076176,367.630065917974
4813,1100.28468639009,253.430488722107,278.799987792969,1699.30004882813,764.309991455079,1421.59997558594,659.400024414063,1500.90002441406,657.289984130862,841.499999999997,1420.50006103516
4899,898.505955802167,118.598542285904,696.710021972656,1233.90002441406,739.864025878907,1056.87998046875,721.340026855469,1112.12996826172,317.015954589846,390.789941406253,537.190002441404
4902,35.9118255542073,16.4616747385315,14.3599996566772,73.9000015258789,15.5100002288818,60.7999992370606,15.0200004577637,66.6999969482422,45.2899990081788,51.6799964904785,59.5400018692017
4903,60.166159706725,13.3814610385759,13.5100002288818,102.099998474121,45.7000007629395,74,37.7000007629395,79.1999969482422,28.2999992370605,41.4999961853027,88.5899982452392
